,date,state,city,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants
2462,2020-05-09,PE,Abreu e Lima,129,5,True,99990.0,129.0129
2463,2020-05-09,PE,Afogados da Ingazeira,3,0,True,37259.0,8.05175
2464,2020-05-09,PE,Afrânio,1,0,True,19635.0,5.09295
2465,2020-05-09,PE,Agrestina,3,2,True,24885.0,12.05546
2466,2020-05-09,PE,Água Preta,17,5,True,36771.0,46.23209
2467,2020-05-09,PE,Águas Belas,12,0,True,43443.0,27.6224
2468,2020-05-09,PE,Alagoinha,2,0,True,14636.0,13.66494
2469,2020-05-09,PE,Aliança,15,7,True,38386.0,39.07675
2470,2020-05-09,PE,Altinho,5,0,True,22972.0,21.765629999999998
2471,2020-05-09,PE,Amaraji,10,3,True,22829.0,43.80393
2472,2020-05-09,PE,Araçoiaba,10,2,True,20524.0,48.72345
2473,2020-05-09,PE,Araripina,7,0,True,84418.0,8.292069999999999
2474,2020-05-09,PE,Arcoverde,34,7,True,74338.0,45.73704
2475,2020-05-09,PE,Barreiros,7,1,True,42659.0,16.4092
2476,2020-05-09,PE,Belém de Maria,0,0,True,12073.0,
2477,2020-05-09,PE,Belo Jardim,10,1,True,76439.0,13.08233
2478,2020-05-09,PE,Betânia,4,1,True,12719.0,31.449009999999998
2479,2020-05-09,PE,Bezerros,5,0,True,60798.0,8.22395
2480,2020-05-09,PE,Bom Conselho,3,1,True,48554.0,6.1786900000000005
2481,2020-05-09,PE,Bom Jardim,13,5,True,39184.0,33.176809999999996
2482,2020-05-09,PE,Bonito,7,3,True,38134.0,18.35632
2483,2020-05-09,PE,Brejo da Madre de Deus,1,0,True,50742.0,1.97075
2484,2020-05-09,PE,Buenos Aires,3,1,True,13155.0,22.805020000000003
2485,2020-05-09,PE,Buíque,2,0,True,58378.0,3.42595
2486,2020-05-09,PE,Cabo de Santo Agostinho,209,37,True,207048.0,100.94278
2487,2020-05-09,PE,Cabrobó,1,0,True,34221.0,2.92218
2488,2020-05-09,PE,Cachoeirinha,8,0,True,20380.0,39.25417
2489,2020-05-09,PE,Caetés,8,0,True,28739.0,27.836740000000002
2490,2020-05-09,PE,Camaragibe,404,28,True,157828.0,255.97486
2491,2020-05-09,PE,Camocim de São Félix,5,0,True,18765.0,26.64535
2492,2020-05-09,PE,Camutanga,1,1,True,8551.0,11.69454
2493,2020-05-09,PE,Capoeiras,3,1,True,20048.0,14.964089999999999
2494,2020-05-09,PE,Carnaíba,3,2,True,19551.0,15.344479999999999
2495,2020-05-09,PE,Carnaubeira da Penha,1,0,True,12932.0,7.732760000000001
2496,2020-05-09,PE,Carpina,29,4,True,83641.0,34.67199
2497,2020-05-09,PE,Caruaru,64,8,True,361118.0,17.722739999999998
2498,2020-05-09,PE,Catende,9,2,True,42892.0,20.98293
2499,2020-05-09,PE,Cedro,1,0,True,11807.0,8.46955
2500,2020-05-09,PE,Chã de Alegria,25,1,True,13518.0,184.9386
2501,2020-05-09,PE,Chã Grande,33,3,True,21698.0,152.08775
2502,2020-05-09,PE,Condado,18,1,True,26421.0,68.12763000000001
2503,2020-05-09,PE,Correntes,2,1,True,18207.0,10.98479
2504,2020-05-09,PE,Cortês,5,1,True,12578.0,39.75195
2505,2020-05-09,PE,Cumaru,7,0,True,10906.0,64.18485
2506,2020-05-09,PE,Cupira,3,1,True,24107.0,12.444519999999999
